2019-03-21 12:42:44,939 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:42:44,941 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 13:03:48,807 [Worker-201] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2019-03-21 13:03:50,135 [Worker-201] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.practice.NewFramework:MyFramework:0.0.1-SNAPSHOT @ C:\Users\ramandeep.singh.nagi\Documents\CCB_Last_Data\Personal\workspace\MyFramework\pom.xml.
2019-03-21 13:03:50,807 [Worker-201] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.my.tasks:Ramandeep2008Singh:0.0.1-SNAPSHOT @ C:\Users\ramandeep.singh.nagi\git\MyProjects\MyProjects\pom.xml.
2019-03-21 13:03:51,274 [Worker-201] WARN  o.e.m.c.i.embedder.EclipseLogger - The artifact org.apache.commons:commons-io:jar:1.3.2 has been relocated to commons-io:commons-io:jar:1.3.2
2019-03-21 13:03:52,449 [Worker-201] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /MyFramework/src/main/java
2019-03-21 13:03:52,449 [Worker-201] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /MyFramework/src/main/resources
2019-03-21 13:03:52,451 [Worker-201] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /MyFramework/src/test/java
2019-03-21 13:03:52,451 [Worker-201] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /MyFramework/src/test/resources
2019-03-21 13:03:52,796 [Worker-201] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 3 sec
2019-03-21 13:03:53,823 [Worker-205] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 13:03:53,826 [Worker-205] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 13:03:53,830 [Worker-205] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 13:03:53,832 [Worker-205] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 13:03:55,487 [Worker-205] WARN  o.e.m.c.i.embedder.EclipseLogger - The artifact org.apache.commons:commons-io:jar:1.3.2 has been relocated to commons-io:commons-io:jar:1.3.2
2019-03-21 13:03:55,741 [Worker-205] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 13:03:55,744 [Worker-205] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 13:03:55,746 [Worker-205] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
